"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"3/26/2026","3/26/2026","3/27/2026","QQQ","QQQ 3/26/2026 Put $582.00","STC","1","$2.70","$269.95"
"3/26/2026","3/26/2026","3/27/2026","META","META 3/27/2026 Put $547.50","BTO","1","$0.44","($44.04)"
"3/26/2026","3/26/2026","3/27/2026","QQQ","QQQ 3/26/2026 Call $591.00","BTO","1","$0.16","($16.04)"
"3/26/2026","3/26/2026","3/27/2026","QQQ","QQQ 3/26/2026 Put $576.00","BTO","1","$0.30","($30.04)"
"3/26/2026","3/26/2026","3/27/2026","AI","AI 3/27/2026 Put $7.50","BTO","1","$0.03","($3.04)"
"3/26/2026","3/26/2026","3/27/2026","AI","AI 3/27/2026 Put $7.50","BTO","1","$0.03","($3.04)"
"3/26/2026","3/26/2026","3/27/2026","AI","AI 3/27/2026 Put $7.50","BTO","1","$0.03","($3.04)"
"3/26/2026","3/26/2026","3/27/2026","AI","AI 3/27/2026 Put $7.50","BTO","1","$0.03","($3.04)"
"3/26/2026","3/26/2026","3/27/2026","AI","AI 3/27/2026 Put $7.50","BTO","3","$0.03","($9.12)"
"3/26/2026","3/26/2026","3/27/2026","AI","AI 3/27/2026 Call $8.50","BTO","5","$0.10","($50.20)"
"3/26/2026","3/26/2026","3/27/2026","AI","AI 3/27/2026 Call $8.50","BTO","2","$0.10","($20.08)"
"3/26/2026","3/26/2026","3/27/2026","QQQ","QQQ 3/26/2026 Call $589.00","BTO","1","$0.39","($39.04)"
"3/26/2026","3/26/2026","3/27/2026","META","META 3/27/2026 Put $567.50","STC","1","$2.40","$239.95"
"3/26/2026","3/26/2026","3/27/2026","QQQ","QQQ 3/26/2026 Put $582.00","BTO","1","$1.41","($141.04)"
"3/26/2026","3/26/2026","3/27/2026","META","META 3/27/2026 Put $562.50","STC","1","$1.41","$140.95"
"3/26/2026","3/26/2026","3/27/2026","META","META 3/27/2026 Put $567.50","BTO","1","$2.70","($270.04)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","Option Expiration for QQQ 3/25/2026 Call $593.00","OEXP","2S","",""
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $581.00","STC","1","$0.01","$0.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $585.00","STC","1","$0.07","$6.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $588.00","STC","1","$1.02","$101.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $588.00","STC","1","$1.69","$168.95"
"3/25/2026","3/25/2026","3/26/2026","META","META 3/27/2026 Put $562.50","BTO","1","$0.34","($34.04)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $593.00","STC","2","$0.06","$11.91"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $593.00","STC","1","$0.06","$5.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $593.00","STC","1","$0.06","$5.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $588.00","BTO","2","$0.62","($124.08)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $588.00","STC","1","$0.42","$41.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $593.00","BTO","3","$0.10","($30.12)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $593.00","BTO","3","$0.10","($30.12)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $592.00","STC","3","$0.15","$44.87"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $588.00","BTO","1","$0.85","($85.04)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $592.00","BTO","3","$0.22","($66.12)"
"3/25/2026","3/25/2026","3/25/2026","","Transfer from Roth IRA to Brokerage","ITRF","","","$65.34"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $590.00","STC","1","$0.81","$80.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $585.00","BTO","1","$0.55","($55.04)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $590.00","BTO","1","$1.03","($103.04)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $587.00","STC","1","$0.98","$97.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $591.00","STC","1","$0.89","$88.95"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Put $587.00","BTO","1","$0.65","($65.04)"
"3/25/2026","3/25/2026","3/26/2026","QQQ","QQQ 3/25/2026 Call $591.00","BTO","1","$1.56","($156.04)"
"3/25/2026","3/25/2026","3/25/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/25/2026","3/25/2026","3/25/2026","","External debit card transfer - account ending in 5447","DCF","","","($9.00)"
"3/25/2026","3/25/2026","3/25/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/25/2026","3/25/2026","3/25/2026","","External debit card transfer - account ending in 5447","DCF","","","($29.00)"
"3/25/2026","3/25/2026","3/26/2026","","ACH Deposit","ACH","","","$300.00"
"3/24/2026","3/24/2026","3/24/2026","","Event Contracts Inter-Entity Cash Transfer","FUTSWP","","","($39.00)"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/25/2026 Put $581.00","BTO","1","$2.01","($201.04)"
"3/24/2026","3/24/2026","3/25/2026","","ACH Deposit","ACH","","","$8.00"
"3/24/2026","3/24/2026","3/25/2026","","ACH Deposit","ACH","","","$203.00"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Put $585.00","STC","1","$0.81","$80.95"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $590.00","STC","3","$0.09","$26.87"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $590.00","BTO","1","$0.16","($16.04)"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $590.00","BTO","1","$0.16","($16.04)"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $590.00","BTO","1","$0.16","($16.04)"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Put $585.00","BTO","1","$1.10","($110.04)"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $588.00","STC","1","$0.72","$71.95"
"3/24/2026","3/24/2026","3/24/2026","","Transfer from Roth IRA to Brokerage","ITRF","","","$146.85"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Put $584.00","STC","1","$0.83","$82.95"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $588.00","BTO","1","$0.91","($91.04)"
"3/24/2026","3/24/2026","3/24/2026","","Transfer from Roth IRA to Brokerage","ITRF","","","$99.00"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $590.00","STC","1","$0.32","$31.95"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $590.00","BTO","1","$0.73","($73.04)"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $586.00","STC","1","$1.23","$122.95"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Call $586.00","BTO","1","$1.61","($161.04)"
"3/24/2026","3/24/2026","3/24/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/24/2026","3/24/2026","3/24/2026","","External debit card transfer - account ending in 5447","DCF","","","($29.00)"
"3/24/2026","3/24/2026","3/25/2026","QQQ","QQQ 3/24/2026 Put $584.00","BTO","1","$2.30","($230.04)"
"3/24/2026","3/24/2026","3/24/2026","","Transfer from Roth IRA to Brokerage","ITRF","","","$496.62"
"3/24/2026","3/24/2026","3/24/2026","","External debit card transfer - account ending in 5447","DCF","","","($19.00)"
"3/24/2026","3/24/2026","3/24/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/24/2026","3/24/2026","3/24/2026","","Transfer from Roth IRA to Brokerage","ITRF","","","$20.00"
"3/24/2026","3/24/2026","3/24/2026","","External debit card transfer - account ending in 5447","DCF","","","($13.00)"
"3/24/2026","3/24/2026","3/24/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/23/2026","3/23/2026","3/24/2026","QQQ","QQQ 3/23/2026 Call $598.00","STC","1","$0.19","$18.95"
"3/23/2026","3/23/2026","3/24/2026","QQQ","QQQ 3/23/2026 Call $598.00","BTO","1","$0.33","($33.04)"
"3/23/2026","3/23/2026","3/23/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/23/2026","3/23/2026","3/23/2026","","External debit card transfer - account ending in 5447","DCF","","","($4.00)"
"3/23/2026","3/23/2026","3/23/2026","","External debit card transfer - withdrawal fee","DCF","","","($2.63)"
"3/23/2026","3/23/2026","3/23/2026","","External debit card transfer - account ending in 5447","DCF","","","($147.37)"
"3/23/2026","3/23/2026","3/23/2026","","Transfer from Roth IRA to Brokerage","ITRF","","","$209.34"
"3/20/2026","3/20/2026","3/23/2026","BBWI","Option Expiration for BBWI 3/20/2026 Call $25.00","OEXP","2S","",""
"3/20/2026","3/20/2026","3/23/2026","SPY","SPY 3/20/2026 Put $643.00","STC","1","$0.06","$5.95"
"3/19/2026","3/19/2026","3/20/2026","SPY","SPY 3/20/2026 Put $643.00","BTO","1","$0.35","($35.04)"
"3/19/2026","3/19/2026","3/20/2026","SPY","SPY 3/19/2026 Put $657.00","STC","1","$0.05","$4.95"
"3/19/2026","3/19/2026","3/20/2026","SPY","SPY 3/19/2026 Put $657.00","BTO","1","$1.97","($197.04)"
"3/18/2026","3/18/2026","3/19/2026","SPY","SPY 3/18/2026 Put $664.00","STC","1","$2.11","$210.95"
"3/18/2026","3/18/2026","3/19/2026","SPY","SPY 3/19/2026 Call $677.00","STC","1","$0.23","$22.95"
"3/18/2026","3/18/2026","3/19/2026","SPY","SPY 3/19/2026 Call $677.00","BTO","1","$0.25","($25.04)"
"3/18/2026","3/18/2026","3/19/2026","","ACH Deposit","ACH","","","$20.36"
"3/18/2026","3/18/2026","3/19/2026","SPY","SPY 3/18/2026 Put $664.00","BTO","1","$1.19","($119.04)"
"3/17/2026","3/17/2026","3/18/2026","SPY","SPY 3/17/2026 Put $668.00","STC","1","$0.02","$1.95"
"3/17/2026","3/17/2026","3/18/2026","SPY","SPY 3/17/2026 Call $676.00","STC","1","$0.11","$10.95"
"3/17/2026","3/17/2026","3/18/2026","SPY","SPY 3/17/2026 Call $676.00","BTO","1","$0.20","($20.04)"
"3/17/2026","3/17/2026","3/18/2026","","ACH Deposit","ACH","","","$1.00"
"3/17/2026","3/17/2026","3/18/2026","","ACH Deposit","ACH","","","$17.04"
"3/17/2026","3/17/2026","3/18/2026","SPY","SPY 3/17/2026 Call $678.00","STC","3","$0.09","$26.87"
"3/17/2026","3/17/2026","3/18/2026","SPY","SPY 3/17/2026 Put $668.00","BTO","1","$0.36","($36.04)"
"3/17/2026","3/17/2026","3/18/2026","","ACH Deposit","ACH","","","$39.04"
"3/17/2026","3/17/2026","3/18/2026","","ACH Deposit","ACH","","","$55.44"
"3/17/2026","3/17/2026","3/18/2026","SPY","SPY 3/17/2026 Call $678.00","BTO","3","$0.21","($63.12)"
"3/17/2026","3/17/2026","3/18/2026","SPY","SPY 3/17/2026 Call $675.00","STC","1","$0.84","$83.95"
"3/17/2026","3/17/2026","3/18/2026","SPY","SPY 3/17/2026 Call $675.00","BTO","1","$0.81","($81.04)"
"3/16/2026","3/16/2026","3/17/2026","SPY","Option Expiration for SPY 3/16/2026 Put $661.00","OEXP","1S","",""
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Call $668.00","STC","1","$0.81","$80.95"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Put $661.00","BTO","1","$0.41","($41.04)"
"3/16/2026","3/16/2026","3/17/2026","SPY","SPY 3/16/2026 Call $668.00","BTO","1","$2.66","($266.04)"
"3/13/2026","3/13/2026","3/16/2026","AAL","Option Expiration for AAL 3/13/2026 Put $10.00","OEXP","17S","",""
"3/13/2026","3/13/2026","3/16/2026","SPY","Option Expiration for SPY 3/13/2026 Call $670.00","OEXP","1S","",""
"3/13/2026","3/13/2026","3/16/2026","JBLU","Option Expiration for JBLU 3/13/2026 Put $4.00","OEXP","14S","",""
"3/13/2026","3/13/2026","3/16/2026","DAL","Option Expiration for DAL 3/13/2026 Put $56.00","OEXP","4S","",""
"3/13/2026","3/13/2026","3/16/2026","JBLU","Option Expiration for JBLU 3/13/2026 Put $3.50","OEXP","60S","",""
"3/13/2026","3/13/2026","3/16/2026","XYZ","Option Expiration for XYZ 3/13/2026 Call $74.00","OEXP","1S","",""
"3/13/2026","3/13/2026","3/16/2026","AAL","Option Expiration for AAL 3/13/2026 Call $12.50","OEXP","15S","",""
"3/13/2026","3/13/2026","3/16/2026","AAL","Option Expiration for AAL 3/13/2026 Put $9.50","OEXP","5S","",""
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Put $657.00","STC","1","$0.02","$1.95"
"3/13/2026","3/13/2026","3/16/2026","","ACH Deposit","ACH","","","$18.04"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Call $670.00","BTO","1","$0.26","($26.04)"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Put $657.00","BTO","1","$0.25","($25.04)"
"3/13/2026","3/13/2026","3/16/2026","","ACH Deposit","ACH","","","$21.04"
"3/13/2026","3/13/2026","3/16/2026","DAL","DAL 3/13/2026 Put $56.00","BTO","4","$0.07","($28.16)"
"3/13/2026","3/13/2026","3/16/2026","","ACH Deposit","ACH","","","$38.16"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Put $665.00","STC","1","$2.04","$203.95"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Call $672.00","STC","1","$1.09","$108.95"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Put $665.00","BTO","1","$0.56","($56.04)"
"3/13/2026","3/13/2026","3/16/2026","","ACH Deposit","ACH","","","$10.13"
"3/13/2026","3/13/2026","3/16/2026","SPY","SPY 3/13/2026 Call $672.00","BTO","1","$1.59","($159.04)"
"3/13/2026","3/13/2026","3/13/2026","","Transfer from Brokerage to Roth IRA","ITRF","","","($150.00)"
"3/13/2026","3/13/2026","3/13/2026","","External debit card transfer - account ending in 5447","DCF","","","$350.00"
"3/12/2026","3/12/2026","3/12/2026","","External debit card transfer - account ending in 5447","DCF","","","$50.74"
"3/12/2026","3/12/2026","3/13/2026","AAL","AAL 3/13/2026 Put $10.00","BTO","9","$0.03","($27.36)"
"3/12/2026","3/12/2026","3/13/2026","AAL","AAL 3/13/2026 Put $10.00","BTO","1","$0.03","($3.04)"
"3/12/2026","3/12/2026","3/13/2026","AAL","AAL 3/13/2026 Put $10.00","BTO","6","$0.03","($18.24)"
"3/12/2026","3/12/2026","3/13/2026","AAL","AAL 3/13/2026 Put $10.00","BTO","1","$0.03","($3.04)"
"3/12/2026","3/12/2026","3/13/2026","SPY","SPY 3/12/2026 Put $665.00","STC","1","$0.07","$6.95"
"3/12/2026","3/12/2026","3/13/2026","JBLU","JBLU 3/13/2026 Put $4.00","BTO","7","$0.03","($21.28)"
"3/12/2026","3/12/2026","3/13/2026","JBLU","JBLU 3/13/2026 Put $4.00","BTO","7","$0.03","($21.28)"
"3/12/2026","3/12/2026","3/13/2026","SPY","SPY 3/12/2026 Put $665.00","BTO","1","$0.95","($95.04)"
"3/11/2026","3/11/2026","3/12/2026","SPY","Option Expiration for SPY 3/11/2026 Put $668.00","OEXP","1S","",""
"3/11/2026","3/11/2026","3/12/2026","SPY","Option Expiration for SPY 3/11/2026 Call $683.00","OEXP","1S","",""
"3/11/2026","3/11/2026","3/11/2026","","External debit card transfer - account ending in 5447","DCF","","","$5.00"
"3/11/2026","3/11/2026","3/11/2026","","Gold Subscription Fee","GOLD","","","($5.00)"
"3/11/2026","3/11/2026","3/12/2026","GLD","GLD 3/11/2026 Call $479.00","STC","1","$0.01","$0.95"
"3/11/2026","3/11/2026","3/12/2026","SPY","SPY 3/11/2026 Call $679.00","STC","1","$0.03","$2.95"
"3/11/2026","3/11/2026","3/11/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/11/2026","3/11/2026","3/11/2026","","External debit card transfer - account ending in 5447","DCF","","","($8.00)"
"3/11/2026","3/11/2026","3/12/2026","SPY","SPY 3/11/2026 Put $668.00","BTO","1","$0.26","($26.04)"
"3/11/2026","3/11/2026","3/12/2026","SPY","SPY 3/11/2026 Call $683.00","BTO","1","$0.35","($35.04)"
"3/11/2026","3/11/2026","3/12/2026","GLD","GLD 3/11/2026 Put $475.00","STC","1","$0.90","$89.95"
"3/11/2026","3/11/2026","3/12/2026","SPY","SPY 3/11/2026 Put $671.00","STC","1","$0.44","$43.95"
"3/11/2026","3/11/2026","3/12/2026","SPY","SPY 3/11/2026 Put $671.00","BTO","1","$0.59","($59.04)"
"3/11/2026","3/11/2026","3/12/2026","SPY","SPY 3/11/2026 Call $679.00","BTO","1","$1.69","($169.04)"
"3/11/2026","3/11/2026","3/12/2026","GLD","GLD 3/11/2026 Call $479.00","BTO","1","$0.44","($44.04)"
"3/11/2026","3/11/2026","3/12/2026","GLD","GLD 3/11/2026 Put $475.00","BTO","1","$1.67","($167.04)"
"3/11/2026","3/11/2026","3/11/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/11/2026","3/11/2026","3/11/2026","","External debit card transfer - account ending in 5447","DCF","","","($19.00)"
"3/10/2026","3/10/2026","3/11/2026","AAL","AAL 3/13/2026 Put $10.00","STC","12","$0.03","$35.48"
"3/10/2026","3/10/2026","3/11/2026","SPY","SPY 3/10/2026 Call $678.00","STC","1","$4.90","$489.95"
"3/10/2026","3/10/2026","3/11/2026","AAL","AAL 3/13/2026 Call $12.50","BTO","3","$0.03","($9.12)"
"3/10/2026","3/10/2026","3/11/2026","AAL","AAL 3/13/2026 Call $12.50","BTO","12","$0.02","($24.48)"
"3/10/2026","3/10/2026","3/11/2026","JBLU","JBLU 3/13/2026 Put $3.50","BTO","9","$0.02","($18.36)"
"3/10/2026","3/10/2026","3/11/2026","JBLU","JBLU 3/13/2026 Put $3.50","BTO","1","$0.02","($2.04)"
"3/10/2026","3/10/2026","3/11/2026","JBLU","JBLU 3/13/2026 Put $3.50","BTO","13","$0.02","($26.52)"
"3/10/2026","3/10/2026","3/11/2026","JBLU","JBLU 3/13/2026 Put $3.50","BTO","20","$0.02","($40.80)"
"3/10/2026","3/10/2026","3/11/2026","JBLU","JBLU 3/13/2026 Put $3.50","BTO","13","$0.02","($26.52)"
"3/10/2026","3/10/2026","3/11/2026","JBLU","JBLU 3/13/2026 Put $3.50","BTO","4","$0.02","($8.16)"
"3/10/2026","3/10/2026","3/11/2026","AAL","AAL 3/13/2026 Put $10.00","BTO","12","$0.06","($72.48)"
"3/10/2026","3/10/2026","3/11/2026","SPY","SPY 3/10/2026 Call $678.00","BTO","1","$2.71","($271.04)"
"3/10/2026","3/10/2026","3/10/2026","","Transfer from Brokerage to Roth IRA","ITRF","","","($400.00)"
"3/10/2026","3/10/2026","3/10/2026","","External debit card transfer - account ending in 5447","DCF","","","($4.00)"
"3/10/2026","3/10/2026","3/10/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/10/2026","3/10/2026","3/10/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.58)"
"3/10/2026","3/10/2026","3/10/2026","","External debit card transfer - account ending in 5447","DCF","","","($88.42)"
"3/9/2026","3/9/2026","3/10/2026","AAL","AAL 3/13/2026 Put $10.00","STC","5","$0.11","$54.78"
"3/9/2026","3/9/2026","3/10/2026","LUV","LUV 3/13/2026 Put $41.50","STC","1","$1.70","$169.95"
"3/9/2026","3/9/2026","3/10/2026","DAL","DAL 3/13/2026 Put $58.00","STC","1","$3.15","$314.95"
"3/9/2026","3/9/2026","3/10/2026","AAL","AAL 3/13/2026 Put $11.00","STC","2","$0.64","$127.91"
"3/9/2026","3/9/2026","3/10/2026","AAL","AAL 3/13/2026 Put $9.50","BTO","5","$0.10","($50.20)"
"3/9/2026","3/9/2026","3/10/2026","AAL","AAL 3/13/2026 Put $11.00","STC","4","$0.65","$259.83"
"3/9/2026","3/9/2026","3/10/2026","AAL","AAL 3/13/2026 Put $11.00","STC","1","$0.65","$64.95"
"3/9/2026","3/9/2026","3/9/2026","","External debit card transfer - account ending in 5447","DCF","","","($2.04)"
"3/9/2026","3/9/2026","3/9/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/6/2026","3/6/2026","3/9/2026","AAL","Option Expiration for AAL 3/6/2026 Call $12.00","OEXP","4S","",""
"3/6/2026","3/6/2026","3/9/2026","XYZ","Option Expiration for XYZ 3/6/2026 Call $72.00","OEXP","1S","",""
"3/6/2026","3/6/2026","3/9/2026","AAL","Option Expiration for AAL 3/6/2026 Put $11.00","OEXP","79S","",""
"3/6/2026","3/6/2026","3/9/2026","AAL","Option Expiration for AAL 3/6/2026 Call $12.50","OEXP","10S","",""
"3/6/2026","3/6/2026","3/6/2026","","External debit card transfer - account ending in 5447","DCF","","","($29.00)"
"3/6/2026","3/6/2026","3/6/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/6/2026","3/6/2026","3/9/2026","DAL","DAL 3/13/2026 Call $65.00","STC","1","$0.25","$24.95"
"3/6/2026","3/6/2026","3/9/2026","LUV","LUV 3/13/2026 Call $44.50","STC","1","$0.32","$31.95"
"3/6/2026","3/6/2026","3/9/2026","AAL","AAL 3/6/2026 Put $11.00","BTO","5","$0.02","($10.20)"
"3/6/2026","3/6/2026","3/9/2026","AAL","AAL 3/6/2026 Put $11.00","BTO","20","$0.01","($20.80)"
"3/6/2026","3/6/2026","3/6/2026","","External debit card transfer - withdrawal fee","DCF","","","($1.00)"
"3/6/2026","3/6/2026","3/6/2026","","External debit card transfer - account ending in 5447","DCF","","","($19.00)"
"3/6/2026","3/6/2026","3/9/2026","AAL","AAL 3/13/2026 Put $10.00","BTO","5","$0.09","($45.20)"
"3/6/2026","3/6/2026","3/9/2026","DAL","DAL 3/13/2026 Call $65.00","BTO","1","$0.44","($44.04)"
"3/6/2026","3/6/2026","3/9/2026","DAL","DAL 3/13/2026 Put $58.00","BTO","1","$1.65","($165.04)"
"3/6/2026","3/6/2026","3/9/2026","LUV","LUV 3/13/2026 Call $44.50","BTO","1","$0.57","($57.04)"
"3/6/2026","3/6/2026","3/9/2026","LUV","LUV 3/13/2026 Put $41.50","BTO","1","$1.70","($170.04)"
"3/5/2026","3/5/2026","3/6/2026","AAL","AAL 3/6/2026 Put $11.00","BTO","4","$0.02","($8.16)"
"3/5/2026","3/5/2026","3/6/2026","AAL","AAL 3/6/2026 Call $12.00","BTO","4","$0.07","($28.16)"
"3/5/2026","3/5/2026","3/5/2026","","External debit card transfer - account ending in 6735","DCF","","","$28.00"
"3/5/2026","3/5/2026","3/6/2026","AAL","AAL 3/6/2026 Call $12.50","BTO","10","$0.01","($10.40)"
"3/5/2026","3/5/2026","3/5/2026","","External debit card transfer - account ending in 6735","DCF","","","$19.00"
"3/5/2026","3/5/2026","3/6/2026","SPY","SPY 3/5/2026 Put $677.00","STC","1","$0.58","$57.95"
"3/5/2026","3/5/2026","3/6/2026","SPY","SPY 3/5/2026 Call $685.00","STC","1","$0.47","$46.95"
"3/5/2026","3/5/2026","3/6/2026","SPY","SPY 3/5/2026 Put $679.00","STC","1","$1.34","$133.95"
"3/5/2026","3/5/2026","3/6/2026","SPY","SPY 3/5/2026 Put $677.00","BTO","1","$0.71","($71.04)"
"3/5/2026","3/5/2026","3/5/2026","","External debit card transfer - account ending in 6735","DCF","","","$25.00"
"3/5/2026","3/5/2026","3/6/2026","SPY","SPY 3/5/2026 Put $679.00","BTO","1","$0.67","($67.04)"
"3/5/2026","3/5/2026","3/6/2026","SPY","SPY 3/5/2026 Call $685.00","BTO","1","$1.54","($154.04)"
"3/5/2026","3/5/2026","3/6/2026","AMZN","AMZN 3/6/2026 Call $225.00","STC","2","$0.40","$79.91"
"3/5/2026","3/5/2026","3/6/2026","AAL","AAL 3/13/2026 Put $11.00","BTO","1","$0.11","($11.04)"
"3/5/2026","3/5/2026","3/6/2026","AAL","AAL 3/13/2026 Put $11.00","BTO","6","$0.11","($66.24)"
"3/5/2026","3/5/2026","3/6/2026","XYZ","XYZ 3/6/2026 Call $65.00","STC","1","$2.45","$244.95"
"3/5/2026","3/5/2026","3/6/2026","ET","ET 1/15/2027 Call $30.00","BTO","6","$0.10","($60.24)"
"3/5/2026","3/5/2026","3/6/2026","ET","ET 1/15/2027 Call $30.00","BTO","6","$0.10","($60.24)"
"3/5/2026","3/5/2026","3/6/2026","ET","ET 1/15/2027 Call $30.00","BTO","8","$0.10","($80.32)"
"3/5/2026","3/5/2026","3/6/2026","NEE","NEE 4/17/2026 Call $100.00","BTO","2","$0.98","($196.08)"
"3/5/2026","3/5/2026","3/6/2026","NEE","NEE 4/2/2026 Call $99.00","BTO","2","$0.70","($140.08)"
"3/5/2026","3/5/2026","3/5/2026","","Transfer from Brokerage to Roth IRA","ITRF","","","($400.00)"
"3/4/2026","3/4/2026","3/5/2026","AMZN","Option Expiration for AMZN 3/4/2026 Call $220.00","OEXP","3S","",""
"3/4/2026","3/4/2026","3/5/2026","AMZN","Option Expiration for AMZN 3/4/2026 Put $190.00","OEXP","2S","",""
"3/4/2026","3/4/2026","3/5/2026","SPY","SPY 3/4/2026 Call $690.00","STC","1","$0.01","$0.95"
"3/4/2026","3/4/2026","3/5/2026","AMZN","AMZN 3/4/2026 Call $220.00","BTO","3","$0.01","($3.12)"
"3/4/2026","3/4/2026","3/5/2026","SPY","SPY 3/4/2026 Call $690.00","BTO","1","$0.06","($6.04)"
"3/4/2026","3/4/2026","3/5/2026","AMZN","AMZN 3/6/2026 Call $225.00","BTO","2","$0.18","($36.08)"
"3/4/2026","3/4/2026","3/4/2026","","External debit card transfer - account ending in 6735","DCF","","","$40.00"
"3/4/2026","3/4/2026","3/5/2026","SPY","SPY 3/4/2026 Call $687.00","STC","1","$0.76","$75.95"
"3/4/2026","3/4/2026","3/5/2026","SPY","SPY 3/4/2026 Call $683.00","STC","1","$3.76","$375.95"
"3/4/2026","3/4/2026","3/5/2026","SPY","SPY 3/4/2026 Call $687.00","BTO","1","$0.45","($45.04)"
"3/4/2026","3/4/2026","3/5/2026","AMZN","AMZN 3/4/2026 Call $215.00","STC","1","$1.45","$144.95"
"3/4/2026","3/4/2026","3/5/2026","AMZN","AMZN 3/4/2026 Call $212.50","STC","1","$2.44","$243.95"
"3/4/2026","3/4/2026","3/5/2026","AAL","AAL 3/6/2026 Put $11.00","BTO","16","$0.02","($32.64)"
"3/4/2026","3/4/2026","3/5/2026","AAL","AAL 3/6/2026 Put $11.00","BTO","10","$0.02","($20.40)"
"3/4/2026","3/4/2026","3/5/2026","AAL","AAL 3/6/2026 Put $11.00","BTO","4","$0.02","($8.16)"
"3/4/2026","3/4/2026","3/5/2026","AAL","AAL 3/6/2026 Put $11.00","BTO","10","$0.02","($20.40)"
